ítem,Norte,Este,Muestra,De,Hasta,potencia,Vs(m/s),Nspt,(N1)60,SUCS,LL%,LP,IP%,W%,ø°,C(Kg/cm2),densidadhúmeda(gr/cm3),densidadseca(gr/cm3),Qadm.(kg/cm2),Qult.(kg/cm2),TipodeSuelo,SST(ppm),SO4(ppm),CL(ppm),pH(ppm),Colapso,Gravas,Arenas,Finos,colegio,Vs (m/s),LL %,IP %,ø °,C (Kg/cm2),Densidad húmeda (gr/cm3),Densidad seca (gr/cm3),Qadm. (kg/cm2),Qult. (kg/cm2),Tipo de Suelo,SST (ppm),SO4 (ppm),CL (ppm),pH (ppm),?húmeda(gr/cm3),?seca(gr/cm3),? húmeda (gr/cm3),? seca (gr/cm3),profundidad_media
SPT-1,9405411.0,542850.0,M-1,0.0,1.0,1.0,,13.0,16.58,SP,,,,1.0,,,,,,,,,,,,,1.0,95.3,3.7,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,,,1.32,,S2,,,,,,,,,0.5
SPT-1,9405440.0,542850.0,M-2,1.0,2.0,1.0,,21.0,26.78,SP,,,,1.3,,,,,,,,,,,,,0.0,95.2,4.8,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,,,2.13,,S2,,,,,,,,,1.5
SPT-1,9405440.0,542850.0,M-3,2.0,3.0,1.0,,18.0,19.71,SP,,,,0.8,,,,,,,,,,,,,0.0,95.6,4.4,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,,,1.57,,S2,,,,,,,,,2.5
SPT-1,9405440.0,542850.0,M-4,3.0,4.0,1.0,,17.0,17.18,SP,,,,0.7,,,,,,,,,,,,,0.0,95.7,4.3,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,,,1.37,,S2,,,,,,,,,3.5
SPT-1,9405440.0,542850.0,M-5,4.0,5.0,1.0,,28.0,27.76,SP-SM,,,,18.3,,,,,,,,,,,,,0.0,93.3,6.7,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,,,2.21,,S2,,,,,,,,,4.5
SPT-1,9405440.0,542850.0,M-6,5.0,6.0,1.0,,39.0,36.16,SP-SM,,,,19.6,,,,,,,,,,,,,0.0,90.4,9.6,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,,,2.88,,S2,,,,,,,,,5.5
SPT-1,9405440.0,542850.0,M-7,6.0,7.0,1.0,,44.0,38.55,SP-SM,,,,22.4,,,,,,,,,,,,,1.3,88.3,10.4,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,,,3.07,,S2,,,,,,,,,6.5
SPT-1,9405440.0,542850.0,M-8,7.0,8.0,1.0,,109.0,90.75,SP,,,,22.3,,,,,,,,,,,,,0.3,95.0,4.7,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,,,7.23,,S2,,,,,,,,,7.5
SPT-2,9405411.0,542928.0,M-1,0.0,1.0,1.0,,16.0,20.4,SP-SM,,,,2.4,,,,,,,,,,,,,0.0,94.3,5.7,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,,,1.63,,S2,,,,,,,,,0.5
SPT-2,9405411.0,542928.0,M-2,1.0,2.0,1.0,,14.0,17.85,SP,,,,0.8,,,,,,,,,,,,,0.0,97.2,2.8,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,,,1.42,,S2,,,,,,,,,1.5
SPT-2,9405411.0,542928.0,M-3,2.0,3.0,1.0,,16.0,17.66,SP,,,,0.8,,,,,,,,,,,,,0.0,96.5,3.5,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,,,1.41,,S2,,,,,,,,,2.5
SPT-3,9405401.0,542830.0,M-1,0.0,1.0,1.0,,13.0,14.0,SP-SM ,,5.7,,13.77,,,,,,,,,,,,,0.0,93.66,6.34,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,8.6,2.9,,,,,1.2,,S2,,,,,,,,,0.5
SPT-3,9405401.0,542830.0,M-2,1.0,2.0,1.0,,19.0,18.0,SM ,,8.8,,9.01,,,,,,,,,,,,,0.0,58.92,41.08,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,11.9,3.1,,,,,1.51,,S2,,,,,,,,,1.5
SPT-3,9405401.0,542830.0,M-3,2.0,3.0,1.0,,16.0,14.0,SM ,,,,3.83,,,,,,,,,,,,,0.0,58.39,41.73,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,,,1.19,,S2,,,,,,,,,2.5
SPT-3,9405401.0,542830.0,M-4,3.0,4.0,1.0,,10.0,8.0,SM ,,,,8.05,,,,,,,,,,,,,0.0,78.86,21.14,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,,,0.7,,S2,,,,,,,,,3.5
SPT-3,9405401.0,542830.0,M-5,4.0,5.0,1.0,,16.0,12.0,SM ,,7.1,,14.1,,,,,,,,,,,,,0.0,77.06,22.94,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,10.1,3.0,,,,,1.01,,S2,,,,,,,,,4.5
SPT-3,9405401.0,542830.0,M-6,5.0,6.0,1.0,,41.0,31.0,SM ,,,,10.46,,,,,,,,,,,,,0.0,54.05,45.95,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,,,2.63,,S2,,,,,,,,,5.5
SPT-3,9405401.0,542830.0,M-7,6.0,7.0,1.0,,98.0,100.0,SM ,,7.4,,18.81,,,,,,,,,,,,,0.0,67.02,32.98,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,10.2,2.8,,,,,,,S2,,,,,,,,,6.5
SPT-3,9405401.0,542830.0,M-8,7.0,8.0,1.0,,100.0,100.0,SM ,,,,9.51,,,,,,,,,,,,,0.0,55.11,44.89,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,,,,,S2,,,,,,,,,7.5
SPT-3,9405401.0,542830.0,M-9,8.0,9.0,1.0,,100.0,100.0,SM ,,8.1,,12.82,,,,,,,,,,,,,0.0,67.73,32.27,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,9.9,1.8,,,,,,,S2,771.0,934.0,189.0,6.91,,,,,8.5
SPT-3,9405401.0,542830.0,M-10,9.0,10.0,1.0,,100.0,100.0,SM ,,9.2,,11.05,,,,,,,,,,,,,0.0,55.48,44.52,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,11.0,1.8,,,,,,,S2,,,,,,,,,9.5
SPT-3,9405401.0,542830.0,M-11,10.0,11.0,1.0,,100.0,100.0,SM ,,,,14.2,,,,,,,,,,,,,0.0,63.83,36.17,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,,,,,S2,987.0,823.0,198.0,6.81,,,,,10.5
SPT-3,9405401.0,542830.0,M-12,11.0,12.0,1.0,,100.0,100.0,SM ,,,,15.24,,,,,,,,,,,,,0.0,66.58,33.42,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,,,,,S2,,,,,,,,,11.5
SPT-3,9405401.0,542830.0,M-13,12.0,13.0,1.0,,100.0,100.0,SM-SM ,,,,24.84,,,,,,,,,,,,,0.0,88.07,11.93,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,,,,,S2,561.0,819.0,171.0,7.19,,,,,12.5
SPT-3,9405401.0,542830.0,M-14,13.0,14.0,1.0,,100.0,100.0,SM ,,,,40.42,,,,,,,,,,,,,0.0,87.77,12.23,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,,,,,S2,,,,,,,,,13.5
SPT-3,9405401.0,542830.0,M-15,14.0,15.0,1.0,,100.0,100.0,SP-SM ,,,,27.38,,,,,,,,,,,,,0.0,91.92,8.08,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,,,,,S2,627.0,955.0,130.0,6.97,,,,,14.5
C-1,9405364.0,542832.0,M-1,0.0,5.0,4.8,,,,SP,,,,0.9,,,,,,,,,,,,Bajo ,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,30.26,0.01,1.8,1.548,,,S2,312.0,156.0,60.0,,,,,,2.5
C-2,9405397.0,542831.0,M-1,0.0,5.0,4.6,,,,SP,,,,2.7,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,27.87,0.0,1.942,1.698,,,S2,621.0,259.0,160.0,,,,,,2.5
C-3,9405430.0,542884.0,M-1,0.0,5.0,5.0,,,,SP,,,,0.5,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,26.58,0.0,1.55,1.532,,,S2,,,,,,,,,2.5
C-4,9405431.0,542921.0,M-1,0.0,5.0,5.0,,,,SP,,,,1.2,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,1.93,1.685,,,S2,753.0,424.0,200.0,,,,,,2.5
C-5,9405417.0,542928.0,M-1,0.0,5.0,5.0,,,,SP,,,,0.2,,,,,,,,,,,,Bajo ,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,26.56,0.0,1.54,1.525,,,S2,,,,,,,,,2.5
C-6,9405431.0,542971.0,M-1,0.0,5.0,5.0,,,,SP,,,,0.7,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,,,,,S2,,,,,,,,,2.5
C-7,9405382.0,542921.0,M-1,0.0,5.0,5.0,,,,SP,,,,0.4,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,,,1.921,1.667,,,S2,261.0,152.0,60.0,,,,,,2.5
C-8,9405372.0,542977.0,M-1,0.0,5.0,5.0,,,,SP,,,,0.5,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,,,,26.14,0.0,1.538,1.522,,,S2,,,,,,,,,2.5
MW-1,9405429.958,542891.0468,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,258.627564,,,,,,,,,,,,,,,,,,0.5357145
MW-1,9405429.958,542891.0468,M-2,1.071429,2.307692,1.236263,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,266.209155,,,,,,,,,,,,,,,,,,1.6895604999999998
MW-1,9405429.958,542891.0468,M-3,2.307692,3.708791,1.401099,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,308.719963,,,,,,,,,,,,,,,,,,3.0082415
MW-1,9405429.958,542891.0468,M-4,3.708791,5.274725,1.565934,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,347.153008,,,,,,,,,,,,,,,,,,4.491758
MW-1,9405429.958,542891.0468,M-5,5.274725,7.005495,1.73077,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,358.11913,,,,,,,,,,,,,,,,,,6.14011
MW-1,9405429.958,542891.0468,M-6,7.005495,8.901099,1.895604,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,373.411626,,,,,,,,,,,,,,,,,,7.953297
MW-1,9405429.958,542891.0468,M-7,8.901099,10.961538,2.060439,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,391.785026,,,,,,,,,,,,,,,,,,9.9313185
MW-1,9405429.958,542891.0468,M-8,10.961538,13.186812,2.225274,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,410.081029,,,,,,,,,,,,,,,,,,12.074175
MW-1,9405429.958,542891.0468,M-9,13.186812,15.576922,2.39011,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,426.977605,,,,,,,,,,,,,,,,,,14.381867
MW-1,9405429.958,542891.0468,M-10,15.576922,18.131867,2.554945,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,431.304753,,,,,,,,,,,,,,,,,,16.854394499999998
MW-1,9405429.958,542891.0468,M-11,18.131867,20.851647,2.71978,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,454.027414,,,,,,,,,,,,,,,,,,19.491757
MW-1,9405429.958,542891.0468,M-12,20.851647,23.736263,2.884616,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,475.059807,,,,,,,,,,,,,,,,,,22.293955
MW-1,9405429.958,542891.0468,M-13,23.736263,26.785713,3.04945,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,495.777935,,,,,,,,,,,,,,,,,,25.260988
MW-1,9405429.958,542891.0468,M-14,26.785713,36.428571,9.642858,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,516.611099,,,,,,,,,,,,,,,,,,31.607142
MW-2,9405368.694,542914.7643,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,257.940888,,,,,,,,,,,,,,,,,,0.5357145
MW-2,9405368.694,542914.7643,M-2,1.071429,2.307692,1.236263,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,267.317384,,,,,,,,,,,,,,,,,,1.6895604999999998
MW-2,9405368.694,542914.7643,M-3,2.307692,3.708791,1.401099,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,306.995511,,,,,,,,,,,,,,,,,,3.0082415
MW-2,9405368.694,542914.7643,M-4,3.708791,5.274725,1.565934,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,350.237787,,,,,,,,,,,,,,,,,,4.491758
MW-2,9405368.694,542914.7643,M-5,5.274725,7.005495,1.73077,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,371.16003,,,,,,,,,,,,,,,,,,6.14011
MW-2,9405368.694,542914.7643,M-6,7.005495,8.901099,1.895604,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,373.754144,,,,,,,,,,,,,,,,,,7.953297
MW-2,9405368.694,542914.7643,M-7,8.901099,10.961538,2.060439,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,392.629415,,,,,,,,,,,,,,,,,,9.9313185
MW-2,9405368.694,542914.7643,M-8,10.961538,13.186812,2.225274,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,399.367422,,,,,,,,,,,,,,,,,,12.074175
MW-2,9405368.694,542914.7643,M-9,13.186812,15.576922,2.39011,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,417.767793,,,,,,,,,,,,,,,,,,14.381867
MW-2,9405368.694,542914.7643,M-10,15.576922,18.131867,2.554945,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,438.20855,,,,,,,,,,,,,,,,,,16.854394499999998
MW-2,9405368.694,542914.7643,M-11,18.131867,20.851647,2.71978,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,462.447912,,,,,,,,,,,,,,,,,,19.491757
MW-2,9405368.694,542914.7643,M-12,20.851647,23.736263,2.884616,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,488.738596,,,,,,,,,,,,,,,,,,22.293955
MW-2,9405368.694,542914.7643,M-13,23.736263,26.785713,3.04945,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,497.229487,,,,,,,,,,,,,,,,,,25.260988
MW-2,9405368.694,542914.7643,M-14,26.785713,36.428571,9.642858,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,524.286866,,,,,,,,,,,,,,,,,,31.607142
MW-3,9405411.7,542940.7421,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,305.615306,,,,,,,,,,,,,,,,,,0.5357145
MW-3,9405411.7,542940.7421,M-2,1.071429,2.307692,1.236263,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,308.808178,,,,,,,,,,,,,,,,,,1.6895604999999998
MW-3,9405411.7,542940.7421,M-3,2.307692,3.708791,1.401099,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,335.439444,,,,,,,,,,,,,,,,,,3.0082415
MW-3,9405411.7,542940.7421,M-4,3.708791,5.274725,1.565934,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,377.791733,,,,,,,,,,,,,,,,,,4.491758
MW-3,9405411.7,542940.7421,M-5,5.274725,7.005495,1.73077,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,397.936732,,,,,,,,,,,,,,,,,,6.14011
MW-3,9405411.7,542940.7421,M-6,7.005495,8.901099,1.895604,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,397.130996,,,,,,,,,,,,,,,,,,7.953297
MW-3,9405411.7,542940.7421,M-7,8.901099,10.961538,2.060439,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,395.323277,,,,,,,,,,,,,,,,,,9.9313185
MW-3,9405411.7,542940.7421,M-8,10.961538,13.186812,2.225274,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,390.429705,,,,,,,,,,,,,,,,,,12.074175
MW-3,9405411.7,542940.7421,M-9,13.186812,15.576922,2.39011,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,387.111872,,,,,,,,,,,,,,,,,,14.381867
MW-3,9405411.7,542940.7421,M-10,15.576922,18.131867,2.554945,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,409.138471,,,,,,,,,,,,,,,,,,16.854394499999998
MW-3,9405411.7,542940.7421,M-11,18.131867,20.851647,2.71978,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,423.107207,,,,,,,,,,,,,,,,,,19.491757
MW-3,9405411.7,542940.7421,M-12,20.851647,23.736263,2.884616,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,429.709345,,,,,,,,,,,,,,,,,,22.293955
MW-3,9405411.7,542940.7421,M-13,23.736263,26.785713,3.04945,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,460.278869,,,,,,,,,,,,,,,,,,25.260988
MW-3,9405411.7,542940.7421,M-14,26.785713,36.428571,9.642858,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,470.937937,,,,,,,,,,,,,,,,,,31.607142
MW-4,9405393.266,542835.5891,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,305.615306,,,,,,,,,,,,,,,,,,0.5357145
MW-4,9405393.266,542835.5891,M-2,1.071429,2.307692,1.236263,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,308.808178,,,,,,,,,,,,,,,,,,1.6895604999999998
MW-4,9405393.266,542835.5891,M-3,2.307692,3.708791,1.401099,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,335.439444,,,,,,,,,,,,,,,,,,3.0082415
MW-4,9405393.266,542835.5891,M-4,3.708791,5.274725,1.565934,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,377.791733,,,,,,,,,,,,,,,,,,4.491758
MW-4,9405393.266,542835.5891,M-5,5.274725,7.005495,1.73077,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,397.936732,,,,,,,,,,,,,,,,,,6.14011
MW-4,9405393.266,542835.5891,M-6,7.005495,8.901099,1.895604,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,397.130996,,,,,,,,,,,,,,,,,,7.953297
MW-4,9405393.266,542835.5891,M-7,8.901099,10.961538,2.060439,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,395.323277,,,,,,,,,,,,,,,,,,9.9313185
MW-4,9405393.266,542835.5891,M-8,10.961538,13.186812,2.225274,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,390.429705,,,,,,,,,,,,,,,,,,12.074175
MW-4,9405393.266,542835.5891,M-9,13.186812,15.576922,2.39011,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,387.111872,,,,,,,,,,,,,,,,,,14.381867
MW-4,9405393.266,542835.5891,M-10,15.576922,18.131867,2.554945,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,409.138471,,,,,,,,,,,,,,,,,,16.854394499999998
MW-4,9405393.266,542835.5891,M-11,18.131867,20.851647,2.71978,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,423.107207,,,,,,,,,,,,,,,,,,19.491757
MW-4,9405393.266,542835.5891,M-12,20.851647,23.736263,2.884616,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,429.709345,,,,,,,,,,,,,,,,,,22.293955
MW-4,9405393.266,542835.5891,M-13,23.736263,26.785713,3.04945,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,460.278869,,,,,,,,,,,,,,,,,,25.260988
MW-4,9405393.266,542835.5891,M-14,26.785713,36.428571,9.642858,,,,,,,,,,,,,,,,,,,,,,,,11. LOCAL ESCOLAR CORONEL JOSÉ ANDRÉS RÁZURI,470.937937,,,,,,,,,,,,,,,,,,31.607142
SPT-1,9421168.0,537949.0,M-1,0.0,1.0,1.0,,30.0,38.25,SP-SM,,,,1.7,,,,,,,,,,,,,,,,12. LOCAL ESCOLAR 14032-María Auxiliadora,,,,,,,,3.05,,S2,,,,,,,,,0.5
SPT-1,9421168.0,537949.0,M-2,2.0,3.0,1.0,,31.0,39.53,SP-SM,,,,2.1,,,,,,,,,,,,,,,,12. LOCAL ESCOLAR 14032-María Auxiliadora,,,,,,,,3.15,,S2,,,,,,,,,2.5
SPT-1,9421168.0,537949.0,M-3,3.0,4.0,1.0,,32.0,34.93,SP-SM,,,,2.6,,,,,,,,,,,,,,,,12. LOCAL ESCOLAR 14032-María Auxiliadora,,,,,,,,2.78,,S2,,,,,,,,,3.5
SPT-1,9421168.0,537949.0,M-4,4.0,5.0,1.0,,54.0,55.11,SM,,,,5.9,,,,,,,,,,,,,,,,12. LOCAL ESCOLAR 14032-María Auxiliadora,,,,,,,,4.39,,S2,,,,,,,,,4.5
SPT-2,9457270.0,535000.0,M-1,0.0,1.0,1.0,,,,SM,,,,,,,,,,,,,,,,,,,,12. LOCAL ESCOLAR 14032-María Auxiliadora,,,,,,,,,,S2,,,,,,,,,0.5
SPT-2,9457270.0,535000.0,M-2,1.0,2.0,1.0,,7.0,37.0,SM,,,,10.15,,,,,,,,,,,,,0.0,59.27,40.73,12. LOCAL ESCOLAR 14032-María Auxiliadora,,,,,,,,2.74,,S2,,,,,,,,,1.5
SPT-2,9457270.0,535000.0,M-3,2.0,3.0,1.0,,13.0,50.0,SM,,12.92,,8.96,,,,,,,,,,,,,0.0,60.76,39.24,12. LOCAL ESCOLAR 14032-María Auxiliadora,,16.15,3.24,,,,,,,S2,,,,,,,,,2.5
SPT-2,9457270.0,535000.0,M-4,3.0,4.0,1.0,,14.0,50.0,SM,,15.06,,3.29,,,,,,,,,,,,,0.0,83.17,16.83,12. LOCAL ESCOLAR 14032-María Auxiliadora,,17.16,2.11,,,,,,,S2,,,,,,,,,3.5
SPT-2,9457270.0,535000.0,M-5,4.0,5.0,1.0,,21.0,50.0,SM,,,,14.98,,,,,,,,,,,,,0.0,87.28,12.72,12. LOCAL ESCOLAR 14032-María Auxiliadora,,,,,,,,,,S2,,,,,,,,,4.5
SPT-2,9457270.0,535000.0,M-6,5.0,6.0,1.0,,27.0,50.0,SM,,,,15.9,,,,,,,,,,,,,0.0,81.74,18.26,12. LOCAL ESCOLAR 14032-María Auxiliadora,,,,,,,,,,S2,,,,,,,,,5.5
SPT-2,9457270.0,535000.0,M-7,6.0,7.0,1.0,,18.0,50.0,SM,,,,9.31,,,,,,,,,,,,,0.0,83.0,17.0,12. LOCAL ESCOLAR 14032-María Auxiliadora,,,,,,,,,,S2,,,,,,,,,6.5
SPT-2,9457270.0,535000.0,M-8,7.0,8.0,1.0,,24.0,50.0,SP-SM,,,,18.66,,,,,,,,,,,,,0.0,93.95,6.05,12. LOCAL ESCOLAR 14032-María Auxiliadora,,,,,,,,,,S2,,,,,,,,,7.5
SPT-2,9457270.0,535000.0,M-9,8.0,9.0,1.0,,22.0,50.0,SM,,16.29,,16.37,,,,,,,,,,,,,0.0,84.5,15.5,12. LOCAL ESCOLAR 14032-María Auxiliadora,,16.54,0.25,,,,,,,S2,,,,,,,,,8.5
